Code	Date	tl;dr	valid personal phone	Territory or use	Notes	
877	4/4/1998	assigned - toll free	0	toll-free telephone service	created	
878	8/17/2001	assigned - geographic	1	Pennsylvania (Pittsburgh) and suburbs	overlaid on 412 and area code 724	
879	2/17/2024	upcoming - assigned - geographic	2	Newfoundland (all)	was to overlay 709 24 November 2018; however, on 5 September 2017, its implementation was suspended when the exhaust date was recalculated for March 2024; its implementation date was planned for 20 May 2022, but its implementation was suspended when the exhaust date was recalculated for June 2028	2/17/2024
880		unassigned - toll free	0	not in use; available for toll-free assignment	Codes 880 through 882 were used (until 1 April 2004) to allow international customers to access toll-free numbers they otherwise could not by paying the international portion of the toll. 880 was paired with 800, 881 with 888, and 882 with 877.[20]	
881		unassigned - toll free	0	not in use; available for toll-free assignment		
882		unassigned - toll free	0	not in use; available for toll-free assignment		
883		unassigned - toll free	0	not in use; available for toll-free assignment		
884		unassigned - toll free	0	not in use; available for toll-free assignment		
885		unassigned - toll free	0	not in use; available for toll-free assignment		
886		unassigned - toll free	0	not in use; available for toll-free assignment		
887		unassigned - toll free	0	not in use; available for toll-free assignment		
888	3/1/1996	assigned - toll free	0	toll-free telephone service	created	
889		unassigned - toll free	0	not in use; available for toll-free assignment		
890		unassigned	0	not in use; reserved for potential North American Numbering Plan expansion		
891		unassigned	0	not in use; reserved for potential North American Numbering Plan expansion		
892		unassigned	0	not in use; reserved for potential North American Numbering Plan expansion		
893		unassigned	0	not in use; reserved for potential North American Numbering Plan expansion		
894		unassigned	0	not in use; reserved for potential North American Numbering Plan expansion		
895		unassigned	0	not in use; reserved for potential North American Numbering Plan expansion		
896		unassigned	0	not in use; reserved for potential North American Numbering Plan expansion		
897		unassigned	0	not in use; reserved for potential North American Numbering Plan expansion		
898		unassigned	0	not in use; reserved for potential North American Numbering Plan expansion		
899		unassigned	0	not in use; reserved for potential North American Numbering Plan expansion		
900	1/1/1971	assigned - commercial	0	premium-rate telephone numbers		
901	1/1/1947	assigned - geographic	1	Tennessee (Memphis, Covington, Germantown, Somerville, and extreme southwestern Tennessee, mostly in Shelby County)	created for all of Tennessee  1954: split to create 615  2001: split to create 731	
902	1/1/1947	assigned - geographic	1	Nova Scotia and Prince Edward Island	originally also covered New Brunswick  1955: split to give New Brunswick its own 506 area code  Newfoundland was added to the service area when it joined Canada in 1949. When 506 was created, Newfoundland was assigned to the new code along with New Brunswick. In 1962, Newfoundland received its own code, 709.   2014: overlaid by 782  851 reserved as a third area code for the region.	
903	11/4/1990	assigned - geographic	1	Texas (Tyler, Sherman, Longview, Marshall, Palestine, Jacksonville, Carthage, and Northeast Texas)	prior to October 18, 1980, the area code served Tijuana, Mexico, and adjacent areas bordering the United States  split of 214  2003: overlaid by 430	
904	7/11/1965	assigned - geographic	1	Florida (Jacksonville, St. Augustine, Starke, and most of northeastern Florida)	split of 305  1995: split to create 352  1997: split to create 850  2001: split to create 386  2024: to be overlaid by 324	
905	10/4/1993	assigned - geographic	1	Ontario (Niagara Falls Region (including St. Catharines), Hamilton, and Greater Toronto Area, except for Toronto)	prior to 1991, was the area code for Mexico City  split of 416  2001: overlaid by 289  2013: overlaid by 365  2021: overlaid by 742[7]  537 reserved as a fifth area code for the region.	
906	3/19/1961	assigned - geographic	1	Michigan (Upper Peninsula: Sault Ste. Marie, Escanaba, Houghton, Iron Mountain, Marquette, Menominee, etc.)	split of 616	
907	1/1/1957	assigned - geographic	1	Alaska (all, except the lone border town of Hyder which uses the BC, Canada area codes of 236, 250, 672, or 778 depending on its assigned number)		
908	11/1/1990	assigned - geographic	1	New Jersey (Alpha, Washington, Elizabeth, Warren, Plainfield, and west-central New Jersey)	split of 201  1997: split to create 732	
909	11/14/1992	assigned - geographic	1	California (southwestern San Bernardino County and a small portion of Los Angeles and Riverside Counties, including Fontana, Pomona, Chino Hills, Claremont, Chino, Ontario, and Redlands)	split of 714  2004: split to create 951  2021: overlaid by 840	
910	11/14/1993	assigned - geographic	1	North Carolina (Fayetteville, Wilmington, Fort Liberty, Seymour Johnson Air Force Base, Jacksonville, Lumberton, and much of southeastern North Carolina)	used until 1981 for TWX service  split of 919  1997: split to create 336  2022: overlaid by 472	
911	1/1/1968	not assignable	0	Not assignable; N11 code for emergency services		
912	1/1/1954	assigned - geographic	1	Georgia (Savannah, Statesboro, Vidalia, Waycross, Brunswick, Douglas, and southeastern Georgia)	split of 404 to give Georgia two area codes  2000: split to create 229 and 478	
913	1/1/1947	assigned - geographic	1	Kansas (Kansas City, Kansas, Overland Park, Olathe, Lenexa, Leavenworth, Bonner Springs, De Soto, parts of eastern Kansas)	1997: split to create 785	
914	1/1/1947	assigned - geographic	1	New York (Westchester County)	1951: split to create 516  2000: split to create 845	
915	1/1/1947	assigned - geographic	1	Texas (all of El Paso County and portions of Hudspeth County)	1953: split to create a part of 817  1957: split to create a part of 806  2003: split to create 325 and 432	
916	1/1/1947	assigned - geographic	1	California (the Sacramento Metropolitan Area)	created for about one-third of California  1958: split to create 209  1997: split to create 530  2018: overlaid by 279	
917	1/1/1992	assigned - geographic	1	New York (New York City: all; mainly cell phones)	overlaid on 212 and 718  1999: parts overlaid by 646  1999: parts overlaid by 347  2011: parts overlaid by 929  2017: parts overlaid by 332	
918	1/1/1953	assigned - geographic	1	Oklahoma (Tulsa, Bartlesville, McAlester, Muskogee, Henryetta, and northeastern Oklahoma)	split of 405 and to give Oklahoma two area codes, one centered on Oklahoma City and the other centered on Tulsa  2011: overlaid by 539	
919	1/1/1954	assigned - geographic	1	North Carolina (the Research Triangle, including Raleigh, the state capital city; Durham, Cary, and Chapel Hill; and Goldsboro and other parts of north-central North Carolina)	split of 704 to give North Carolina two area codes  1993: split to create 910  1998: split to create 252  2012: overlaid by 984	
920	7/26/1997	assigned - geographic	1	Wisconsin (Appleton, Sheboygan, Oshkosh, Green Bay, Manitowoc, Marquette, Fond du Lac, and parts of eastern Wisconsin, but not Milwaukee County)	split of 414  2023: to be overlaid by 274	
921		unassigned - geographic	0	not in use; available for geographic assignment		
922		unassigned - nongeographic	0	not in use; available for non-geographic assignment	easily recognizable code (ERC)	
923		unassigned - geographic	0	not in use; available for geographic assignment		
924	8/30/2024	upcoming - assigned - geographic	2	Minnesota (Rochester, Mankato, Austin, Marshall, Winona, and most of southern Minnesota)	to overlay 507 in 2023	8/30/2024
925	3/14/1998	assigned - geographic	1	California (inland regions of the East Bay: Livermore, Concord, Pleasant Hill, Walnut Creek, Martinez, Pleasanton, and Dublin, just east of the hills that ring San Francisco Bay)	split of 510	
926		unassigned - geographic	0	not in use; available for geographic assignment		
927		unassigned - geographic	0	not in use; available for geographic assignment	was reserved for cellular telephones in 407, but this has been cancelled	
928	6/23/2001	assigned - geographic	1	Arizona (except for Phoenix metropolitan area, Tucson metropolitan area, and some areas west and south of Tucson)	split of 520	
929	4/16/2011	assigned - geographic	1	New York (New York City: The Bronx, Brooklyn, Queens, Staten Island, and Marble Hill)	overlaid on 347, 718, and a part of 917	
930	3/7/2015	assigned - geographic	1	Indiana (Southern Indiana, including Bloomington, Evansville, Terre Haute, Columbus, Jeffersonville, Lawrenceburg, Madison, and New Albany)	overlaid on 812	3/7/2015
931	9/15/1997	assigned - geographic	1	Tennessee (Southern Middle Tennessee)[10]	split of 615	
932		unassigned - geographic	0	not in use; available for geographic assignment	once reserved as a third area code for West Virginia, but it was replaced by a 304-932 exchange area code + exchange number in Charleston	
933		unassigned - nongeographic	0	not in use; available for non-geographic assignment	easily recognizable code (ERC)	
934	7/16/2016	assigned - geographic	1	New York (Suffolk County on Long Island)	overlaid on 631	7/16/2016
935		unassigned - geographic	0	not in use; available for geographic assignment	assigned for relief in 619 (San Diego, California), but suspended indefinitely	
936	2/19/2000	assigned - geographic	1	Texas (Nacogdoches, Lufkin, Conroe, Huntsville, Center, and Southeast Texas)	split of 409	
937	9/28/1996	assigned - geographic	1	Ohio (Dayton, Springfield, and southwestern Ohio north and east of the Cincinnati metropolitan area)	split of 513  2020: overlaid by 326	
938	7/10/2010	assigned - geographic	1	Alabama (Huntsville, Anniston, Cullman, Decatur, Florence, Fort Payne, Gadsden, Madison, Sheffield, Tuscumbia)	overlaid on 256	
939	9/15/2001	assigned - geographic	1	Puerto Rico	overlaid on 787	
940	5/25/1997	assigned - geographic	1	Texas (the area immediately north of the Dallas–Fort Worth metroplex: Denton, Wichita Falls, Decatur, Gainesville, Vernon, etc.)	split of 817	
941	5/28/1995	assigned - geographic	1	Florida (Gulf Coast immediately south of Tampa Bay: all of Manatee County, Sarasota County, and Charlotte County; includes Bradenton, Port Charlotte, Sarasota, and Punta Gorda)	split of 813  1999: split to create 863  2002: split to create 239	
942	4/26/2025	upcoming - assigned - geographic	2	will overlay 416/647/437 (Toronto metropolitan area)	will overlay 416/647/437, relief date 26 April 2025[21]	4/26/2025
943	3/15/2022	assigned - geographic	1	Georgia (Metro Atlanta)	overlaid on area codes 404, 770, 678, and 470	3/15/2022
944		unassigned - nongeographic	0	not in use; available for non-geographic assignment	easily recognizable code (ERC)	
945	1/15/2021	assigned - geographic	1	Texas Dallas–Fort Worth metroplex	overlaid on 214, 469, and 972	1/15/2021
946		unassigned - geographic	0	not in use; available for geographic assignment		
947	9/7/2002	assigned - geographic	1	Michigan (Oakland County)	overlaid on 248	
948	5/9/2022	assigned - geographic	1	Virginia (Part of Hampton Roads and the Eastern Shore of Virginia)	overlaid on 757	5/9/2022
949	4/18/1998	assigned - geographic	1	California (Southern Orange County: Irvine, Lake Forest, Mission Viejo, Corona del Mar, San Clemente, Laguna Beach, Dana Point, San Juan Capistrano, Rancho Santa Margarita, and parts of Newport Beach and Costa Mesa)	split of 714	
950		not assignable	0	not assignable as an area code	Conflicts with the original use of exchange number 950, which was originally used to access competing interexchange carriers. A subscriber would call 950-XXXX to reach a specific carrier, then dial the long-distance destination number. This feature group 'B' has been rendered obsolete by 1010xxx "dial-around" feature group 'D', but the exchange remains reserved in each individual area code.	
951	7/17/2004	assigned - geographic	1	California (western Riverside County, including Riverside, Corona, California, Lake Elsinore, Mira Loma, Moreno Valley, Sun City, Temecula, Winchester, Lakeview, etc.)	split of 909	
952	2/27/2000	assigned - geographic	1	Minnesota (Bloomington, Eden Prairie, Edina, Minnetonka, Chaska, and the southwest suburban Minneapolis area)	created by three-way split of 612 (along with 763)	
953		unassigned - geographic	0	not in use; available for geographic assignment		
954	9/11/1995	assigned - geographic	1	Florida (all of Broward County: Fort Lauderdale, Hollywood, Coral Springs, etc.)	split of 305  2002: overlaid by 754	
955		unassigned - nongeographic	0	not in use; available for non-geographic assignment	easily recognizable code (ERC)	
956	7/7/1997	assigned - geographic	1	Texas (Laredo, Harlingen, Brownsville, McAllen, and southmost Texas)	split of 210	
957		unassigned - geographic	0	not in use; available for geographic assignment		
958		unassigned - geographic	0	not in use; available for geographic assignment		
959	8/30/2014	assigned - geographic	1	Northern and eastern Connecticut (Hartford, Bristol, Norwich, and northern and eastern Connecticut)	overlaid on 860	8/30/2014
960		unassigned	0	not in use; reserved in case a block of consecutive numbers is ever needed	966 is an easily recognizable code (ERC)	
961		unassigned	0	not in use; reserved in case a block of consecutive numbers is ever needed		
962		unassigned	0	not in use; reserved in case a block of consecutive numbers is ever needed		
963		unassigned	0	not in use; reserved in case a block of consecutive numbers is ever needed		
964		unassigned	0	not in use; reserved in case a block of consecutive numbers is ever needed		
965		unassigned	0	not in use; reserved in case a block of consecutive numbers is ever needed		
966		unassigned	0	not in use; reserved in case a block of consecutive numbers is ever needed		
967		unassigned	0	not in use; reserved in case a block of consecutive numbers is ever needed		
968		unassigned	0	not in use; reserved in case a block of consecutive numbers is ever needed		
969		unassigned	0	not in use; reserved in case a block of consecutive numbers is ever needed		
970	4/2/1995	assigned - geographic	1	Colorado (Grand Junction, Aspen, Durango, Estes Park, Fort Collins, Frisco, Glenwood Springs, Greeley, Purgatory, Steamboat Springs, Telluride, Vail, Rocky Mountain National Park, Dinosaur National Monument, and most of north-central, south-central, and western Colorado)	split of 303	
971	10/1/2000	assigned - geographic	1	Oregon (Portland, Salem, Hillsboro, Beaverton, and most of northwestern Oregon)	2000: partially overlaid on 503; in 2008, Clatsop County and Tillamook County, originally excluded from the overlay, were added to it	
972	9/14/1996	assigned - geographic	1	Texas (Dallas metropolitan area)	split of 214  1999: 214 and 972 were merged and overlaid with 469  2021: overlaid by 945	
973	6/1/1997	assigned - geographic	1	New Jersey (Newark, Paterson, and most of northeastern New Jersey)	split of 201  2001: overlaid by 862	
974		unassigned - geographic	0	not in use; available for geographic assignment		
975	10/13/2023	assigned - geographic	1	Missouri (Kansas City, St Joseph, Independence, Harrisonville, and parts of west-central Missouri)	to be overlaid on 816	10/13/2023
976		unassigned - geographic	0	not in use; available for geographic assignment	conflicts with the premium rate services exchange	
977		unassigned - nongeographic	0	not in use; available for non-geographic assignment	easily recognizable code (ERC)	
978	9/1/1997	assigned - geographic	1	Massachusetts (Ashby, Barre, Boxborough, Carlisle, Groveland, Rowley, Wendell, Wenham, and northeastern Massachusetts)	split of 508  2001: overlaid by 351	
979	2/19/2000	assigned - geographic	1	Texas (Wharton, Bryan, Bay City, College Station, Lake Jackson, La Grange, and southeastern Texas)	split of 409	
980	4/1/2001	assigned - geographic	1	North Carolina	overlaid on 704	
981		unassigned - geographic	0	not in use; available for geographic assignment		
982		unassigned - geographic	0	not in use; available for geographic assignment		
983	6/17/2022	assigned - geographic	1	Denver, Colorado	overlaid on 303/720	6/17/2022
984	4/30/2012	assigned - geographic	1	North Carolina	overlaid on 919	
985	2/12/2001	assigned - geographic	1	Louisiana (Houma, Slidell, and southeastern Louisiana excluding New Orleans)	split of 504	
986	9/5/2017	assigned - geographic	1	Idaho	overlaid on 208	9/5/2017
987		unassigned - geographic	0	not in use; available for geographic assignment		
988	6/16/2022	not assignable	0	an N11 short code for the Suicide & Crisis Lifeline;[22] not assignable as an area code	Created conflicts in area code regions that allowed seven-digit dialling and had been using numbers beginning in 988; a total of 82 area codes switched to ten-digit dialling as a result.	
989	4/7/2001	assigned - geographic	1	Michigan (Alpena, Mt. Pleasant, Bay City, Saginaw, Midland, Owosso, and a part of central Michigan)	split of 517	
990		unassigned	0	not in use; reserved for potential North American Numbering Plan expansion		
991		unassigned	0	not in use; reserved for potential North American Numbering Plan expansion		
992		unassigned	0	not in use; reserved for potential North American Numbering Plan expansion		
993		unassigned	0	not in use; reserved for potential North American Numbering Plan expansion		
994		unassigned	0	not in use; reserved for potential North American Numbering Plan expansion		
995		unassigned	0	not in use; reserved for potential North American Numbering Plan expansion		
996		unassigned	0	not in use; reserved for potential North American Numbering Plan expansion		
997		unassigned	0	not in use; reserved for potential North American Numbering Plan expansion		
998		unassigned	0	not in use; reserved for potential North American Numbering Plan expansion		
999		unassigned	0	not in use; reserved for potential North American Numbering Plan expansion		
